affile,score,hom,prob
AF-G4V8R9-F1-model_v4,1.37,621,0.014
AF-A0A5K4F4F6-F1-model_v4,33.67,621,0.923
AF-A0A5K4F2S7-F1-model_v4,14.53,621,0.642
AF-G4LZX5-F1-model_v4,1.35,621,0.013
AF-A0A3Q0KNT5-F1-model_v4,4.41,622,0.153
AF-A0A3Q0KFG8-F1-model_v4,30.0,622,0.901
AF-A0A3Q0KTZ5-F1-model_v4,6.6,622,0.282
AF-A0A5K4EQC7-F1-model_v4,3.77,623,0.117
AF-A0A3Q0KLV4-F1-model_v4,25.66,623,0.867
AF-A0A5K4F6D3-F1-model_v4,13.99,623,0.623
AF-A0A3Q0KGS1-F1-model_v4,5.93,623,0.241
AF-A0A3Q0KS39-F1-model_v4,18.62,623,0.756
AF-G4V9L4-F1-model_v4,10.09,623,0.467
AF-G4V6F1-F1-model_v4,7.03,624,0.305
AF-A0A5K4F210-F1-model_v4,7.69,624,0.342
AF-A0A3Q0KNB8-F1-model_v4,3.24,624,0.089
AF-A0A5K4F5V3-F1-model_v4,16.54,624,0.703
AF-G4VR79-F1-model_v4,2.74,624,0.067
AF-A0A3Q0KIK2-F1-model_v4,4.39,624,0.152
AF-A0A3Q0KMV8-F1-model_v4,5.43,625,0.213
AF-A0A5K4FBT9-F1-model_v4,14.84,625,0.654
AF-A0A3Q0KQ96-F1-model_v4,7.33,625,0.322
AF-A0A5K4EPY9-F1-model_v4,12.44,625,0.566
AF-A0A3Q0KMA7-F1-model_v4,20.75,625,0.798
AF-A0A5K4F0C3-F1-model_v4,12.66,625,0.574
AF-A0A3Q0KFB3-F1-model_v4,2.04,625,0.037
AF-A0A5K4EEB3-F1-model_v4,36.74,626,0.937
AF-A0A3Q0KNL2-F1-model_v4,8.78,626,0.402
AF-G4VFE3-F1-model_v4,7.16,626,0.312
AF-A0A3Q0KCH6-F1-model_v4,2.07,626,0.038
AF-G4LZA9-F1-model_v4,1.72,627,0.025
AF-A0A5K4F6N2-F1-model_v4,5.12,627,0.194
AF-A0A3Q0KUI5-F1-model_v4,9.75,628,0.451
AF-A0A3Q0KEM0-F1-model_v4,8.71,628,0.398
AF-A0A3Q0KTF7-F1-model_v4,7.61,628,0.338
AF-A0A5K4F7P0-F1-model_v4,45.76,628,0.959
AF-G4VJM9-F1-model_v4,2.68,628,0.065
AF-A0A5K4F980-F1-model_v4,1.34,629,0.013
AF-A0A3Q0KRA2-F1-model_v4,5.48,629,0.216
AF-A0A3Q0KQF9-F1-model_v4,25.96,629,0.87
AF-A0A3Q0KFY2-F1-model_v4,12.96,629,0.587
AF-A0A5K4ECP6-F1-model_v4,12.11,629,0.553
AF-A0A3Q0KM71-F1-model_v4,13.29,630,0.598
AF-G4LX43-F1-model_v4,21.17,630,0.805
AF-G4VGV1-F1-model_v4,19.05,630,0.766
AF-A0A5K4FE25-F1-model_v4,8.8,630,0.403
AF-A0A5K4E984-F1-model_v4,17.93,631,0.74
AF-G4VLD8-F1-model_v4,2.87,631,0.073
AF-A0A5K4EL08-F1-model_v4,7.93,631,0.355
AF-A0A5K4E9Q6-F1-model_v4,6.87,631,0.296
AF-A0A5K4F2Q8-F1-model_v4,27.09,631,0.879
AF-A0A3Q0KSB3-F1-model_v4,38.43,631,0.942
AF-A0A5K4EH92-F1-model_v4,8.18,632,0.369
AF-G4VNU9-F1-model_v4,2.39,632,0.051
AF-A0A5K4EQH1-F1-model_v4,35.21,632,0.931
AF-A0A5K4FBT5-F1-model_v4,4.25,632,0.144
AF-A0A5K4EY49-F1-model_v4,61.22,633,0.983
AF-A0A5K4EF01-F1-model_v4,2.41,633,0.053
AF-A0A5K4FC17-F1-model_v4,4.37,633,0.15
AF-G4VIK1-F1-model_v4,4.07,633,0.134
AF-G4M078-F1-model_v4,17.08,633,0.717
AF-A0A5K4F1J5-F1-model_v4,49.64,633,0.967
AF-A0A5K4F0E0-F1-model_v4,7.04,633,0.305
AF-G4VNF7-F1-model_v4,5.19,634,0.198
AF-A0A5K4EYH7-F1-model_v4,11.12,634,0.513
AF-A0A3Q0KSM1-F1-model_v4,3.48,634,0.101
AF-A0A3Q0KPS0-F1-model_v4,4.67,634,0.168
AF-A0A3Q0KD71-F1-model_v4,13.61,634,0.609
AF-G4M074-F1-model_v4,1.54,634,0.019
AF-A0A3Q0KIZ5-F1-model_v4,14.46,635,0.639
AF-A0A3Q0KPC4-F1-model_v4,25.09,635,0.861
AF-A0A5K4EN34-F1-model_v4,13.23,635,0.596
AF-G4VB33-F1-model_v4,12.93,635,0.586
AF-A0A5K4EDE5-F1-model_v4,3.64,635,0.11
AF-A0A5K4EKL8-F1-model_v4,20.44,635,0.793
AF-A0A3Q0KS10-F1-model_v4,39.35,635,0.944
AF-A0A3Q0KBA3-F1-model_v4,51.86,635,0.969
AF-A0A5K4EQ61-F1-model_v4,6.4,635,0.269
AF-A0A5K4F288-F1-model_v4,2.7,636,0.065
AF-A0A3Q0KG47-F1-model_v4,26.35,636,0.873
AF-G4VAB3-F1-model_v4,8.73,636,0.399
AF-A0A5K4FCD7-F1-model_v4,17.06,636,0.716
AF-G4VRN3-F1-model_v4,1.91,636,0.032
AF-A0A5K4EIC7-F1-model_v4,5.9,636,0.239
AF-G4VR73-F1-model_v4,3.81,637,0.119
AF-A0A5K4F2G0-F1-model_v4,3.71,637,0.113
AF-A0A3Q0KS00-F1-model_v4,47.63,637,0.964
AF-G4LUW7-F1-model_v4,14.48,637,0.64
AF-C4PYV8-F1-model_v4,34.25,638,0.925
AF-A0A5K4FA16-F1-model_v4,11.9,638,0.545
AF-A0A5K4EYB9-F1-model_v4,4.9,638,0.181
AF-A0A5K4FCT1-F1-model_v4,10.67,639,0.492
AF-A0A5K4EZJ1-F1-model_v4,5.95,639,0.242
AF-G4VBJ7-F1-model_v4,28.23,639,0.888
AF-A0A3Q0KM97-F1-model_v4,41.17,639,0.949
AF-A0A5K4ELZ0-F1-model_v4,13.96,640,0.622
AF-A0A3Q0KQN8-F1-model_v4,49.58,640,0.967
AF-A0A5K4F4R9-F1-model_v4,1.46,640,0.016
AF-A0A3Q0KQ35-F1-model_v4,5.36,640,0.208
AF-A0A3Q0KS72-F1-model_v4,9.85,640,0.455
AF-A0A3Q0KV23-F1-model_v4,15.12,640,0.663
AF-A0A5K4FA68-F1-model_v4,1.58,641,0.02
AF-G4VHU3-F1-model_v4,4.89,641,0.18
AF-A0A5K4EWV7-F1-model_v4,3.97,641,0.128
AF-A0A5K4F936-F1-model_v4,12.37,641,0.563
AF-A0A3Q0KSF7-F1-model_v4,24.33,641,0.852
AF-A0A3Q0KGT2-F1-model_v4,3.55,641,0.105
AF-A0A3Q0KU25-F1-model_v4,6.95,641,0.3
AF-A0A5K4F297-F1-model_v4,20.95,641,0.801
AF-A0A3Q0KPH0-F1-model_v4,17.77,642,0.736
AF-G4LWS6-F1-model_v4,3.16,642,0.086
AF-A0A3Q0KVD0-F1-model_v4,13.9,642,0.62
AF-A0A3Q0KP64-F1-model_v4,21.74,642,0.817
AF-G4LYA6-F1-model_v4,31.0,642,0.907
AF-A0A3Q0KN96-F1-model_v4,15.06,642,0.661
AF-A0A5K4FCJ9-F1-model_v4,15.06,642,0.661
AF-A0A3Q0KTQ6-F1-model_v4,4.54,643,0.161
AF-A0A3Q0KNL3-F1-model_v4,4.67,643,0.168
AF-A0A5K4FAE2-F1-model_v4,11.95,643,0.547
AF-A0A3Q0KKW4-F1-model_v4,5.35,643,0.208
AF-A0A3Q0KTB6-F1-model_v4,4.25,643,0.144
AF-A0A5K4FCG2-F1-model_v4,2.71,644,0.066
AF-A0A5K4ENG5-F1-model_v4,33.56,644,0.922
AF-A0A3Q0KP06-F1-model_v4,15.33,644,0.67
AF-A0A5K4F0Q8-F1-model_v4,20.13,644,0.788
AF-A0A5K4EEZ7-F1-model_v4,25.37,644,0.865
AF-G4VPZ0-F1-model_v4,6.65,644,0.284
AF-A0A5K4EP94-F1-model_v4,1.93,645,0.033
AF-G4LWL1-F1-model_v4,1.1,645,0.007
AF-G4VFN4-F1-model_v4,2.57,645,0.059
AF-A0A5K4FAR5-F1-model_v4,17.72,645,0.734
AF-A0A5K4F8A7-F1-model_v4,23.95,645,0.848
AF-A0A3Q0KNC2-F1-model_v4,48.6,645,0.965
AF-A0A5K4F646-F1-model_v4,34.56,645,0.927
AF-A0A3Q0KM83-F1-model_v4,8.28,645,0.375
AF-A0A5K4EWB4-F1-model_v4,54.42,645,0.973
AF-G4VKL5-F1-model_v4,1.53,645,0.019
AF-A0A3Q0KMF6-F1-model_v4,4.2,647,0.141
AF-A0A3Q0KEP0-F1-model_v4,7.04,647,0.305
AF-G4VDV2-F1-model_v4,1.6,647,0.021
AF-A0A5K4EZQ1-F1-model_v4,19.68,648,0.78
AF-G4VQD4-F1-model_v4,17.81,648,0.737
AF-A0A5K4EU49-F1-model_v4,26.15,649,0.871
AF-A0A5K4FDE9-F1-model_v4,1.62,650,0.021
AF-G4V6T9-F1-model_v4,3.51,650,0.102
AF-G4VSN5-F1-model_v4,1.2,650,0.009
AF-A0A5K4ECX7-F1-model_v4,5.66,651,0.226
AF-A0A5K4FEA7-F1-model_v4,22.39,651,0.826
AF-C4PYV9-F1-model_v4,40.46,651,0.947
AF-G4V7E5-F1-model_v4,1.85,652,0.03
AF-A0A5K4F2X8-F1-model_v4,6.69,652,0.286
AF-G4VB52-F1-model_v4,5.36,652,0.208
AF-A0A3Q0KK08-F1-model_v4,19.94,652,0.785
AF-A0A5K4F036-F1-model_v4,46.73,653,0.962
AF-A0A5K4F4L8-F1-model_v4,29.61,653,0.898
AF-A0A5K4F3S2-F1-model_v4,2.92,653,0.075
AF-A0A5K4FDH5-F1-model_v4,11.42,653,0.527
AF-A0A3Q0KPF3-F1-model_v4,26.47,653,0.874
AF-A0A5K4ELT2-F1-model_v4,2.0,653,0.036
AF-A0A5K4F2Z9-F1-model_v4,35.33,653,0.932
AF-A0A3Q0KRR4-F1-model_v4,10.25,653,0.474
AF-A0A5K4F1M8-F1-model_v4,8.51,654,0.387
AF-A0A5K4F2L5-F1-model_v4,9.35,654,0.43
AF-A0A5K4ETV5-F1-model_v4,6.39,654,0.269
AF-G4VMT8-F1-model_v4,1.77,654,0.027
AF-A0A5K4FAV4-F1-model_v4,7.17,654,0.312
AF-G4VNR3-F1-model_v4,14.13,654,0.628
AF-A0A5K4F8Z6-F1-model_v4,10.44,655,0.483
AF-A0A5K4EI56-F1-model_v4,32.49,655,0.916
AF-A0A3Q0KSX1-F1-model_v4,22.83,655,0.832
AF-A0A5K4F155-F1-model_v4,9.94,655,0.46
AF-A0A5K4EFD5-F1-model_v4,7.5,655,0.332
AF-G4V771-F1-model_v4,3.9,655,0.124
AF-G4VKZ6-F1-model_v4,4.64,656,0.166
AF-A0A5K4EXN7-F1-model_v4,59.33,656,0.981
AF-A0A3Q0KU93-F1-model_v4,22.74,656,0.831
AF-A0A5K4ED92-F1-model_v4,2.65,656,0.063
AF-A0A5K4EF24-F1-model_v4,3.24,656,0.089
AF-A0A3Q0KQS6-F1-model_v4,13.99,656,0.623
AF-A0A5K4EUQ0-F1-model_v4,6.23,656,0.259
AF-A0A5K4EQR8-F1-model_v4,20.41,656,0.793
AF-A0A5K4F4K5-F1-model_v4,1.7,656,0.024
AF-A0A5K4F199-F1-model_v4,8.12,657,0.366
AF-A0A5K4F9U3-F1-model_v4,2.08,657,0.039
AF-A0A5K4F2V3-F1-model_v4,13.5,657,0.605
AF-A0A5K4EIR6-F1-model_v4,1.23,657,0.01
AF-A0A5K4EF39-F1-model_v4,6.71,657,0.287
AF-A0A5K4F074-F1-model_v4,44.15,657,0.956
AF-A0A3Q0KSR0-F1-model_v4,7.79,657,0.348
AF-A0A3Q0KCK1-F1-model_v4,4.36,657,0.15
AF-A0A5K4ELL5-F1-model_v4,36.97,657,0.938
AF-A0A3Q0KV39-F1-model_v4,0.89,658,0.003
AF-G4VDI4-F1-model_v4,16.28,658,0.697
AF-A0A3Q0KB90-F1-model_v4,3.42,659,0.098
AF-A0A5K4EV70-F1-model_v4,20.49,659,0.794
AF-A0A3Q0KNN5-F1-model_v4,10.71,659,0.494
AF-A0A5K4FCL9-F1-model_v4,7.05,659,0.306
AF-A0A5K4ERT6-F1-model_v4,2.0,659,0.036
AF-A0A5K4F7W0-F1-model_v4,10.58,659,0.488
AF-A0A3Q0KMY9-F1-model_v4,47.2,659,0.963
AF-A0A3Q0KKU8-F1-model_v4,34.59,659,0.927
AF-A0A5K4F2E4-F1-model_v4,47.04,660,0.962
AF-G4LZZ2-F1-model_v4,10.51,660,0.486
AF-A0A5K4F7J2-F1-model_v4,36.94,660,0.938
AF-C4Q5Y3-F1-model_v4,5.6,660,0.223
AF-A0A5K4F203-F1-model_v4,13.2,660,0.595
AF-A0A5K4FB25-F1-model_v4,4.71,661,0.17
AF-A0A3Q0KSQ4-F1-model_v4,52.16,661,0.97
AF-G4VJ07-F1-model_v4,30.93,661,0.906
AF-A0A5K4FAI3-F1-model_v4,6.54,661,0.278
AF-A0A3Q0KU17-F1-model_v4,8.67,661,0.396
AF-G4VAZ0-F1-model_v4,9.77,661,0.452
AF-G4VB66-F1-model_v4,3.33,662,0.093
AF-A0A5K4F5J0-F1-model_v4,14.03,662,0.624
AF-A0A5K4F3A6-F1-model_v4,4.47,663,0.157
AF-A0A5K4EPG4-F1-model_v4,51.86,663,0.969
AF-A0A3Q0KMN4-F1-model_v4,8.9,663,0.408
AF-A0A5K4EE28-F1-model_v4,12.38,663,0.564
AF-A0A5K4E8C9-F1-model_v4,8.16,664,0.368
AF-A0A3Q0KTH5-F1-model_v4,12.35,664,0.563
AF-A0A5K4EHV1-F1-model_v4,5.38,664,0.21
AF-A0A3Q0KRX3-F1-model_v4,20.69,664,0.797
AF-A0A5K4ER28-F1-model_v4,1.46,665,0.016
AF-G4VL25-F1-model_v4,2.81,665,0.07
AF-G4VMM9-F1-model_v4,17.64,665,0.732
AF-A0A3Q0KU55-F1-model_v4,3.45,665,0.099
AF-A0A5K4EB47-F1-model_v4,16.4,666,0.7
AF-A0A5K4E9W9-F1-model_v4,7.59,666,0.336
AF-A0A5K4ETY2-F1-model_v4,8.29,666,0.376
AF-G4VPC4-F1-model_v4,5.37,666,0.209
AF-Q15ES5-F1-model_v4,32.74,667,0.918
AF-G4VTU6-F1-model_v4,7.41,667,0.327
AF-A0A3Q0KPF2-F1-model_v4,8.99,667,0.413
AF-A0A3Q0KKQ8-F1-model_v4,16.51,667,0.703
AF-A0A5K4ELR8-F1-model_v4,0.93,667,0.004
AF-A0A5K4F918-F1-model_v4,5.52,668,0.218
AF-A0A3Q0KNG1-F1-model_v4,25.28,668,0.864
AF-A0A5K4EAH8-F1-model_v4,2.44,668,0.054
AF-A0A5K4EJR8-F1-model_v4,2.21,668,0.044
AF-A0A3Q0KQB8-F1-model_v4,4.28,668,0.146
AF-A0A3Q0KH02-F1-model_v4,3.9,669,0.124
AF-A0A5K4FAW6-F1-model_v4,21.41,669,0.81
AF-A0A5K4EW95-F1-model_v4,7.21,669,0.315
AF-A0A5K4F5F3-F1-model_v4,14.88,669,0.656
AF-A0A3Q0KRC5-F1-model_v4,3.93,669,0.126
AF-A0A5K4EE38-F1-model_v4,43.16,669,0.954
AF-A0A5K4F1Z4-F1-model_v4,64.44,669,0.985
AF-A0A5K4F4H2-F1-model_v4,11.98,669,0.548
AF-A0A3Q0KML4-F1-model_v4,3.52,670,0.103
AF-A0A5K4FA21-F1-model_v4,73.75,670,0.989
AF-A0A3Q0KL00-F1-model_v4,3.23,671,0.089
AF-C4PXA6-F1-model_v4,16.42,671,0.7
AF-G4LVA8-F1-model_v4,1.63,671,0.022
AF-A0A5K4F0S9-F1-model_v4,1.29,672,0.012
AF-A0A3Q0KDE8-F1-model_v4,1.4,672,0.015
AF-A0A5K4F7S7-F1-model_v4,3.79,672,0.118
AF-A0A3Q0KNN7-F1-model_v4,15.78,673,0.682
AF-A0A5K4FA75-F1-model_v4,6.24,673,0.259
AF-A0A5K4FAK4-F1-model_v4,11.66,673,0.536
AF-A0A5K4FGK9-F1-model_v4,7.42,673,0.328
AF-A0A3Q0KIB8-F1-model_v4,14.85,673,0.654
AF-A0A3Q0KQ65-F1-model_v4,32.62,673,0.917
AF-A0A3Q0KPS2-F1-model_v4,30.09,673,0.901
AF-Q95WA2-F1-model_v4,3.58,673,0.107
AF-A0A3Q0KED4-F1-model_v4,72.47,673,0.989
AF-G4LX16-F1-model_v4,2.59,673,0.06
AF-A0A5K4FB69-F1-model_v4,4.75,673,0.173
AF-G4M0F3-F1-model_v4,1.87,674,0.031
AF-A0A5K4F4D3-F1-model_v4,1.47,674,0.017
AF-A0A3Q0KCV2-F1-model_v4,5.84,674,0.236
AF-G4VLS0-F1-model_v4,0.78,674,0.002
AF-A0A3Q0KVK2-F1-model_v4,1.23,674,0.01
AF-A0A5K4ER43-F1-model_v4,10.26,675,0.475
AF-A0A3Q0KFB2-F1-model_v4,2.08,675,0.039
AF-A0A5K4FD60-F1-model_v4,57.64,675,0.977
AF-A0A5K4EBU7-F1-model_v4,7.36,675,0.324
AF-G4V6N0-F1-model_v4,18.02,675,0.742
AF-A0A5K4ETN4-F1-model_v4,7.84,675,0.35
AF-A0A3Q0KL87-F1-model_v4,2.86,675,0.072
AF-A0A5K4EGN3-F1-model_v4,3.52,675,0.103
AF-A0A5K4EB50-F1-model_v4,2.65,675,0.063
AF-A0A5K4EMV2-F1-model_v4,4.92,675,0.182
AF-G4VMA1-F1-model_v4,1.23,675,0.01
AF-A0A3Q0KF91-F1-model_v4,24.58,676,0.856
AF-A0A3Q0KQN6-F1-model_v4,52.68,676,0.97
AF-A0A3Q0KSR3-F1-model_v4,4.64,676,0.166
AF-A0A3Q0KDR4-F1-model_v4,2.09,676,0.039
AF-A0A5K4F6G7-F1-model_v4,5.68,676,0.227
AF-A0A5K4F2G2-F1-model_v4,13.25,676,0.597
AF-A0A5K4FBQ3-F1-model_v4,29.12,676,0.894
AF-G4V9X6-F1-model_v4,3.12,676,0.084
AF-A0A5K4F2A4-F1-model_v4,12.97,677,0.587
AF-A0A5K4F5H8-F1-model_v4,12.39,677,0.564
AF-A0A3Q0KCT3-F1-model_v4,53.71,677,0.971
AF-A0A5K4FFH1-F1-model_v4,8.72,678,0.399
AF-A0A5K4ELK6-F1-model_v4,8.02,678,0.36
AF-A0A5K4F228-F1-model_v4,9.95,678,0.46
AF-A0A5K4F7L0-F1-model_v4,24.27,678,0.852
AF-A0A3Q0KM52-F1-model_v4,4.41,679,0.153
AF-A0A5K4F766-F1-model_v4,2.28,679,0.047
AF-A0A5K4EHD8-F1-model_v4,4.64,679,0.166
AF-A0A5K4F1T2-F1-model_v4,33.11,679,0.92
AF-A0A5K4F1G9-F1-model_v4,33.22,679,0.92
AF-A0A5K4EYD8-F1-model_v4,8.3,679,0.377
AF-G4VH14-F1-model_v4,21.84,679,0.818
AF-A0A5K4ESS8-F1-model_v4,2.49,679,0.056
AF-A0A5K4E969-F1-model_v4,2.76,680,0.068
AF-A0A5K4FAK8-F1-model_v4,14.18,680,0.629
AF-A0A5K4F412-F1-model_v4,14.95,680,0.658
AF-P29498-F1-model_v4,33.8,680,0.923
AF-A0A3Q0KNN1-F1-model_v4,16.42,680,0.7
AF-G4M0T3-F1-model_v4,10.12,681,0.468
AF-A0A5K4EHP8-F1-model_v4,4.26,681,0.144
AF-G4VGN4-F1-model_v4,21.67,681,0.815
AF-A0A3Q0KUL0-F1-model_v4,1.22,681,0.01
AF-A0A3Q0KSW6-F1-model_v4,44.13,681,0.956
AF-G4VBX5-F1-model_v4,12.44,681,0.566
AF-A0A5K4FAT6-F1-model_v4,10.41,681,0.482
AF-G4V7I9-F1-model_v4,1.65,681,0.023
AF-G4LYB8-F1-model_v4,1.79,681,0.028
AF-A0A5K4FBK7-F1-model_v4,7.92,681,0.355
AF-A0A5K4F7K4-F1-model_v4,6.69,682,0.286
AF-A0A3Q0KBW7-F1-model_v4,8.94,682,0.41
AF-A0A3Q0KBZ4-F1-model_v4,48.67,682,0.965
AF-A0A5K4FB76-F1-model_v4,68.0,682,0.987
AF-A0A3Q0KBW6-F1-model_v4,8.25,682,0.373
AF-A0A5K4FDD0-F1-model_v4,9.96,683,0.461
AF-A0A3Q0KSY3-F1-model_v4,32.3,683,0.915
AF-A0A3Q0KV56-F1-model_v4,9.09,683,0.418
AF-A0A5K4F6H0-F1-model_v4,9.7,683,0.449
AF-A0A3Q0KNK6-F1-model_v4,13.14,684,0.593
AF-A0A5K4FD01-F1-model_v4,49.71,684,0.967
AF-A0A5K4F5I2-F1-model_v4,2.43,684,0.053
AF-A0A3Q0KKS1-F1-model_v4,15.76,684,0.681
AF-A0A3Q0KGD6-F1-model_v4,17.1,684,0.717
AF-A0A3Q0KFV2-F1-model_v4,2.74,684,0.067
AF-G4VS44-F1-model_v4,4.09,684,0.135
AF-A0A3Q0KQ53-F1-model_v4,3.02,684,0.079
AF-A0A3Q0KD38-F1-model_v4,21.21,684,0.806
AF-Q15EU2-F1-model_v4,39.66,684,0.945
AF-A0A5K4EDU1-F1-model_v4,29.21,685,0.895
AF-G4M0W7-F1-model_v4,6.2,685,0.257
AF-G4VPT2-F1-model_v4,8.64,685,0.394
AF-G4VR71-F1-model_v4,3.14,685,0.085
AF-A0A5K4FC33-F1-model_v4,49.42,685,0.966
AF-A0A5K4F009-F1-model_v4,6.65,685,0.284
AF-A0A5K4FC75-F1-model_v4,20.92,685,0.801
AF-A0A3Q0KFL0-F1-model_v4,3.87,686,0.122
AF-A0A3Q0KQP8-F1-model_v4,13.58,686,0.608
AF-A0A5K4ER92-F1-model_v4,46.46,686,0.961
AF-A0A3Q0KRV1-F1-model_v4,17.19,686,0.72
AF-G4VLJ1-F1-model_v4,15.29,686,0.669
AF-A0A3Q0KMX2-F1-model_v4,2.33,686,0.049
AF-G4M014-F1-model_v4,11.99,687,0.548
AF-A0A3Q0KBW2-F1-model_v4,5.79,687,0.233
AF-A0A3Q0KH25-F1-model_v4,21.28,687,0.807
AF-G4LY06-F1-model_v4,18.82,687,0.761
AF-A0A3Q0KL96-F1-model_v4,37.83,687,0.94
AF-A0A3Q0KGT3-F1-model_v4,3.75,687,0.116
AF-A0A3Q0KI63-F1-model_v4,1.38,687,0.014
AF-A0A3Q0KNU6-F1-model_v4,22.6,687,0.83
AF-A0A5K4EUU6-F1-model_v4,57.12,687,0.977
AF-A0A5K4F9D3-F1-model_v4,65.72,687,0.986
AF-A0A3Q0KLB0-F1-model_v4,16.78,687,0.71
AF-A0A5K4F327-F1-model_v4,8.11,687,0.365
AF-A0A5K4ESD7-F1-model_v4,11.28,687,0.52
AF-A0A5K4EDH9-F1-model_v4,8.04,687,0.361
AF-A0A3Q0KSN3-F1-model_v4,23.07,688,0.835
AF-A0A3Q0KK06-F1-model_v4,5.28,689,0.203
AF-A0A5K4ERN0-F1-model_v4,13.5,689,0.605
AF-G4VMR9-F1-model_v4,5.05,689,0.189
AF-A0A3Q0KRX6-F1-model_v4,1.62,689,0.021
AF-G4VQN8-F1-model_v4,17.62,690,0.732
AF-G4VLN8-F1-model_v4,0.88,690,0.003
AF-A0A5K4FAL6-F1-model_v4,72.35,690,0.989
AF-A0A5K4ECB0-F1-model_v4,1.69,690,0.024
AF-A0A5K4FCL5-F1-model_v4,42.6,690,0.953
AF-A0A3Q0KJN6-F1-model_v4,15.83,690,0.683
AF-A0A3Q0KV84-F1-model_v4,12.99,690,0.588
AF-A0A5K4FE46-F1-model_v4,6.16,691,0.254
AF-A0A5K4ELR1-F1-model_v4,21.88,691,0.819
AF-A0A5K4EYM9-F1-model_v4,2.82,691,0.071
AF-A0A5K4F441-F1-model_v4,9.08,691,0.417
AF-A0A5K4ESR8-F1-model_v4,25.47,692,0.865
AF-A0A5K4EAY8-F1-model_v4,1.72,692,0.025
AF-G4V867-F1-model_v4,7.82,692,0.349
AF-A0A3Q0KFG9-F1-model_v4,40.38,693,0.947
AF-A0A5K4FAC5-F1-model_v4,2.73,693,0.067
AF-G4M0L1-F1-model_v4,17.11,693,0.717
AF-G4V6X1-F1-model_v4,4.52,693,0.159
AF-A0A3Q0KJZ0-F1-model_v4,29.88,693,0.9
AF-A0A5K4EQL3-F1-model_v4,11.63,693,0.535
AF-A0A5K4FE84-F1-model_v4,8.62,693,0.393
AF-A0A5K4F5Z2-F1-model_v4,8.88,693,0.407
AF-A0A3Q0KED6-F1-model_v4,2.59,693,0.06
AF-A0A5K4F6A9-F1-model_v4,27.18,693,0.879
AF-A0A5K4EK95-F1-model_v4,11.94,693,0.546
AF-A0A5K4EX08-F1-model_v4,2.98,695,0.078
AF-A0A3Q0KRT2-F1-model_v4,6.72,695,0.288
AF-A0A5K4F161-F1-model_v4,14.18,695,0.629
AF-A0A3Q0KV31-F1-model_v4,4.64,695,0.166
AF-A0A3Q0KNW8-F1-model_v4,44.92,695,0.958
AF-A0A3Q0KG38-F1-model_v4,1.19,696,0.009
AF-A0A3Q0KSJ4-F1-model_v4,25.64,696,0.867
AF-A0A5K4F9Q3-F1-model_v4,34.78,696,0.929
AF-G4VH00-F1-model_v4,1.58,696,0.02
AF-A0A5K4ENB3-F1-model_v4,6.16,696,0.254
AF-A0A3Q0KM93-F1-model_v4,1.41,696,0.015
AF-G4V5I6-F1-model_v4,3.54,696,0.104
AF-A0A5K4FCK6-F1-model_v4,1.79,696,0.028
AF-G4LY79-F1-model_v4,20.6,696,0.796
AF-A0A5K4F4W8-F1-model_v4,10.0,697,0.463
AF-A0A3Q0KNT0-F1-model_v4,8.42,697,0.382
AF-A0A5K4ERH6-F1-model_v4,13.55,697,0.607
AF-A0A3Q0KRK8-F1-model_v4,104.09,697,0.995
AF-A0A5K4EW04-F1-model_v4,4.59,697,0.163
AF-A0A3Q0KS71-F1-model_v4,9.27,697,0.425
AF-A0A5K4F1E4-F1-model_v4,20.01,698,0.786
AF-A0A5K4F8G1-F1-model_v4,5.62,698,0.224
AF-A0A3Q0KJF5-F1-model_v4,4.06,698,0.133
AF-A0A5K4EZQ3-F1-model_v4,5.05,698,0.189
AF-A0A3Q0KU24-F1-model_v4,6.05,698,0.248
AF-A0A5K4ECR6-F1-model_v4,7.92,698,0.354
AF-A0A3Q0KKR2-F1-model_v4,2.78,698,0.069
AF-A0A5K4ELP5-F1-model_v4,30.37,698,0.903
AF-A0A3Q0KF28-F1-model_v4,22.7,699,0.831
AF-A0A5K4EMR5-F1-model_v4,16.7,699,0.708
AF-A0A5K4EK44-F1-model_v4,3.97,699,0.128
AF-G4VA81-F1-model_v4,2.61,699,0.061
AF-A0A5K4FD19-F1-model_v4,19.58,699,0.778
AF-A0A5K4FB20-F1-model_v4,10.73,700,0.495
AF-A0A3Q0KS44-F1-model_v4,19.02,700,0.766
AF-G4VBG0-F1-model_v4,4.8,700,0.175
AF-A0A5K4ED81-F1-model_v4,8.01,700,0.36
AF-A0A3Q0KLN9-F1-model_v4,64.95,700,0.986
AF-A0A5K4EU70-F1-model_v4,48.38,700,0.964
AF-A0A3Q0KTX5-F1-model_v4,3.34,701,0.094
AF-A0A5K4FD81-F1-model_v4,5.15,701,0.196
AF-G4VRU5-F1-model_v4,8.53,701,0.388
AF-A0A3Q0KIB1-F1-model_v4,1.95,701,0.034
AF-A0A5K4F926-F1-model_v4,2.88,702,0.074
AF-A0A5K4EU76-F1-model_v4,5.38,702,0.21
AF-A0A5K4EMM8-F1-model_v4,20.38,702,0.793
AF-A0A5K4FAD1-F1-model_v4,5.34,703,0.207
AF-A0A5K4EW33-F1-model_v4,8.56,703,0.389
AF-A0A5K4FBW1-F1-model_v4,26.41,703,0.873
AF-A0A5K4EY92-F1-model_v4,14.72,703,0.65
