Filename,First Score,First Probability
AF-Q26594-F1-model_v4,7.14,0.311
AF-A0A3Q0KRG8-F1-model_v4,7.13,0.31
AF-A0A3Q0KS22-F1-model_v4,7.13,0.31
AF-A0A5K4E9V9-F1-model_v4,7.13,0.31
AF-A0A5K4F274-F1-model_v4,7.13,0.31
AF-A0A5K4F440-F1-model_v4,7.13,0.31
AF-G4VAX3-F1-model_v4,7.13,0.31
AF-A0A5K4F3B8-F1-model_v4,7.12,0.309
AF-A0A5K4F5L9-F1-model_v4,7.12,0.31
AF-A0A5K4F8E0-F1-model_v4,7.12,0.31
AF-A0A3Q0KTK9-F1-model_v4,7.11,0.309
AF-A0A5K4F2F6-F1-model_v4,7.11,0.309
AF-A0A5K4F6R1-F1-model_v4,7.11,0.309
AF-G4LXB1-F1-model_v4,7.11,0.309
AF-A0A5K4F0B8-F1-model_v4,7.1,0.309
AF-A0A5K4F598-F1-model_v4,7.1,0.308
AF-P13566-F1-model_v4,7.1,0.308
AF-A0A3Q0KMZ7-F1-model_v4,7.09,0.308
AF-A0A5K4F1I6-F1-model_v4,7.09,0.308
AF-A0A5K4F634-F1-model_v4,7.09,0.308
AF-A0A5K4F7M6-F1-model_v4,7.09,0.308
AF-A0A3Q0KLF9-F1-model_v4,7.08,0.308
AF-A0A5K4EAT2-F1-model_v4,7.08,0.308
AF-A0A5K4ELQ8-F1-model_v4,7.08,0.307
AF-A0A5K4ET65-F1-model_v4,7.08,0.308
AF-A0A5K4F4N9-F1-model_v4,7.08,0.308
AF-A0A5K4F9X9-F1-model_v4,7.08,0.308
AF-A0A5K4FA60-F1-model_v4,7.08,0.307
AF-A0A5K4FD33-F1-model_v4,7.08,0.308
AF-C4QMF9-F1-model_v4,7.08,0.307
AF-G4LWI9-F1-model_v4,7.08,0.307
AF-G4V8K8-F1-model_v4,7.08,0.308
AF-G4VLH6-F1-model_v4,7.08,0.307
AF-A0A3Q0KF16-F1-model_v4,7.07,0.307
AF-A0A3Q0KHI2-F1-model_v4,7.07,0.307
AF-A0A3Q0KTC4-F1-model_v4,7.07,0.307
AF-A0A5K4E9M7-F1-model_v4,7.07,0.307
AF-A0A5K4ED01-F1-model_v4,7.07,0.307
AF-A0A5K4F0H1-F1-model_v4,7.07,0.307
AF-A0A5K4FF65-F1-model_v4,7.07,0.307
AF-A0A3Q0KTG0-F1-model_v4,7.06,0.306
AF-A0A5K4F8J3-F1-model_v4,7.06,0.306
AF-A0A5K4FGH8-F1-model_v4,7.06,0.307
AF-G4V8R1-F1-model_v4,7.06,0.306
AF-A0A3Q0KEB8-F1-model_v4,7.05,0.306
AF-A0A3Q0KQP3-F1-model_v4,7.05,0.306
AF-A0A5K4F5Y0-F1-model_v4,7.05,0.306
AF-A0A5K4F8J9-F1-model_v4,7.05,0.306
AF-A0A5K4FCL9-F1-model_v4,7.05,0.306
AF-G4VI23-F1-model_v4,7.05,0.306
AF-A0A3Q0KEP0-F1-model_v4,7.04,0.305
AF-A0A3Q0KH46-F1-model_v4,7.04,0.305
AF-A0A3Q0KN22-F1-model_v4,7.04,0.305
AF-A0A5K4F0E0-F1-model_v4,7.04,0.305
AF-A0A5K4F319-F1-model_v4,7.04,0.305
AF-A0A5K4FB34-F1-model_v4,7.04,0.306
AF-G4VH39-F1-model_v4,7.04,0.305
AF-G4VL17-F1-model_v4,7.04,0.305
AF-A0A3Q0KBL5-F1-model_v4,7.03,0.305
AF-A0A5K4FAH5-F1-model_v4,7.03,0.305
AF-G4V6F1-F1-model_v4,7.03,0.305
AF-G4VLZ4-F1-model_v4,7.03,0.305
AF-A0A3Q0KC67-F1-model_v4,7.02,0.304
AF-G4LZ74-F1-model_v4,7.02,0.304
AF-A0A3Q0KJC4-F1-model_v4,7.01,0.304
AF-A0A3Q0KKU6-F1-model_v4,7.01,0.304
AF-A0A3Q0KR86-F1-model_v4,7.01,0.304
AF-G4V8X9-F1-model_v4,7.01,0.304
AF-A0A3Q0KBL9-F1-model_v4,7.0,0.303
AF-A0A3Q0KGV2-F1-model_v4,7.0,0.303
AF-A0A3Q0KL80-F1-model_v4,7.0,0.303
AF-A0A3Q0KMN0-F1-model_v4,7.0,0.303
AF-A0A3Q0KQV7-F1-model_v4,7.0,0.303
AF-A0A5K4ECD7-F1-model_v4,7.0,0.303
AF-A0A5K4EUC3-F1-model_v4,7.0,0.303
AF-A0A5K4F4P3-F1-model_v4,7.0,0.303
AF-A0A3Q0KRJ2-F1-model_v4,6.99,0.303
AF-A0A5K4EMM3-F1-model_v4,6.99,0.302
AF-A0A5K4F044-F1-model_v4,6.99,0.303
AF-A0A5K4F4W9-F1-model_v4,6.99,0.302
AF-G4VIT7-F1-model_v4,6.99,0.302
AF-A0A3Q0KPC6-F1-model_v4,6.98,0.302
AF-A0A5K4ED31-F1-model_v4,6.98,0.302
AF-A0A5K4FBS6-F1-model_v4,6.98,0.302
AF-A0A3Q0KDD3-F1-model_v4,6.97,0.301
AF-A0A3Q0KPY9-F1-model_v4,6.97,0.302
AF-A0A5K4EIL3-F1-model_v4,6.97,0.301
AF-A0A5K4F9Z6-F1-model_v4,6.97,0.302
AF-A0A5K4FCN9-F1-model_v4,6.97,0.301
AF-A0A5K4FE88-F1-model_v4,6.96,0.301
AF-G4LZ18-F1-model_v4,6.96,0.301
AF-A0A3Q0KPV9-F1-model_v4,6.95,0.3
AF-A0A3Q0KPW3-F1-model_v4,6.95,0.3
AF-A0A3Q0KSI0-F1-model_v4,6.95,0.301
AF-A0A3Q0KU25-F1-model_v4,6.95,0.3
AF-C4QKW9-F1-model_v4,6.95,0.3
AF-G4VDF8-F1-model_v4,6.95,0.3
AF-A0A3Q0KCB3-F1-model_v4,6.94,0.3
AF-A0A3Q0KR24-F1-model_v4,6.94,0.3
AF-A0A5K4ELU5-F1-model_v4,6.94,0.3
AF-A0A5K4ETK7-F1-model_v4,6.94,0.3
AF-G4V7X9-F1-model_v4,6.94,0.3
AF-A0A3Q0KMH1-F1-model_v4,6.93,0.299
AF-A0A5K4F2L3-F1-model_v4,6.93,0.299
AF-A0A3Q0KRT6-F1-model_v4,6.92,0.299
AF-A0A5K4F565-F1-model_v4,6.92,0.299
AF-G4LYA4-F1-model_v4,6.92,0.299
AF-G4VAU8-F1-model_v4,6.92,0.299
AF-A0A3Q0KEK5-F1-model_v4,6.91,0.298
AF-A0A5K4EFC7-F1-model_v4,6.91,0.298
AF-A0A5K4FB03-F1-model_v4,6.91,0.298
AF-G4LY37-F1-model_v4,6.91,0.298
AF-A0A3Q0KIL5-F1-model_v4,6.9,0.298
AF-A0A5K4EFR6-F1-model_v4,6.9,0.298
AF-A0A5K4F1L4-F1-model_v4,6.9,0.298
AF-A0A5K4F8M5-F1-model_v4,6.9,0.298
AF-A0A5K4F8Z8-F1-model_v4,6.9,0.298
AF-A0A3Q0KGA2-F1-model_v4,6.89,0.297
AF-A0A3Q0KMU6-F1-model_v4,6.89,0.297
AF-A0A5K4EXA0-F1-model_v4,6.89,0.297
AF-A0A5K4F5F0-F1-model_v4,6.89,0.297
AF-A0A5K4FD63-F1-model_v4,6.89,0.297
AF-G4LXZ4-F1-model_v4,6.89,0.297
AF-A0A3Q0KQ17-F1-model_v4,6.88,0.296
AF-A0A5K4F1U7-F1-model_v4,6.88,0.297
AF-A0A5K4F6A1-F1-model_v4,6.88,0.296
AF-G4M1U8-F1-model_v4,6.88,0.297
AF-G4V6A5-F1-model_v4,6.88,0.297
AF-A0A3Q0KH10-F1-model_v4,6.87,0.296
AF-A0A3Q0KH78-F1-model_v4,6.87,0.296
AF-A0A5K4E9Q6-F1-model_v4,6.87,0.296
AF-A0A5K4ECH1-F1-model_v4,6.87,0.296
AF-A0A5K4FDE1-F1-model_v4,6.87,0.296
AF-A0A3Q0KBD1-F1-model_v4,6.86,0.296
AF-A0A3Q0KMC4-F1-model_v4,6.86,0.295
AF-A0A3Q0KRM5-F1-model_v4,6.86,0.296
AF-G4VGF4-F1-model_v4,6.86,0.296
AF-G4VSL2-F1-model_v4,6.86,0.295
AF-A0A3Q0KMT9-F1-model_v4,6.85,0.295
AF-A0A3Q0KNW9-F1-model_v4,6.85,0.295
AF-A0A5K4EUJ6-F1-model_v4,6.85,0.295
AF-A0A5K4EV94-F1-model_v4,6.85,0.295
AF-A0A5K4FCM2-F1-model_v4,6.85,0.295
AF-A0A5K4FCT7-F1-model_v4,6.85,0.295
AF-A0A3Q0KHD8-F1-model_v4,6.84,0.294
AF-A0A3Q0KRA3-F1-model_v4,6.84,0.295
AF-G4VBG9-F1-model_v4,6.84,0.294
AF-G4VG42-F1-model_v4,6.84,0.294
AF-G4VQ61-F1-model_v4,6.84,0.294
AF-Q86D79-F1-model_v4,6.84,0.295
AF-A0A5K4EKB7-F1-model_v4,6.83,0.294
AF-A0A5K4ERA5-F1-model_v4,6.83,0.294
AF-A0A5K4F0A6-F1-model_v4,6.83,0.294
AF-G4VRC6-F1-model_v4,6.83,0.294
AF-A0A3Q0KLV7-F1-model_v4,6.82,0.293
AF-A0A3Q0KSM7-F1-model_v4,6.82,0.294
AF-A0A3Q0KVB8-F1-model_v4,6.82,0.293
AF-A0A5K4E8Q9-F1-model_v4,6.82,0.293
AF-A0A3Q0KQG3-F1-model_v4,6.81,0.293
AF-A0A5K4F5R3-F1-model_v4,6.81,0.293
AF-A0A3Q0KHW2-F1-model_v4,6.8,0.292
AF-A0A3Q0KLF7-F1-model_v4,6.8,0.292
AF-A0A3Q0KRQ0-F1-model_v4,6.8,0.292
AF-A0A5K4F497-F1-model_v4,6.8,0.292
AF-G4LUY0-F1-model_v4,6.8,0.292
AF-A0A3Q0KM40-F1-model_v4,6.79,0.291
AF-A0A3Q0KPB9-F1-model_v4,6.79,0.292
AF-A0A5K4FAQ4-F1-model_v4,6.79,0.292
AF-G4LY24-F1-model_v4,6.79,0.292
AF-A0A3Q0KHU4-F1-model_v4,6.78,0.291
AF-A0A3Q0KPJ5-F1-model_v4,6.78,0.291
AF-A0A3Q0KTW4-F1-model_v4,6.78,0.291
AF-A0A5K4F1A0-F1-model_v4,6.78,0.291
AF-A0A5K4F240-F1-model_v4,6.78,0.291
AF-A0A5K4F409-F1-model_v4,6.78,0.291
AF-A0A5K4F797-F1-model_v4,6.78,0.291
AF-A0A5K4FAD0-F1-model_v4,6.78,0.291
AF-G4VQ06-F1-model_v4,6.78,0.291
AF-A0A3Q0KDD0-F1-model_v4,6.77,0.29
AF-A0A3Q0KI78-F1-model_v4,6.77,0.291
AF-A0A5K4F5Q5-F1-model_v4,6.77,0.29
AF-A0A5K4F897-F1-model_v4,6.77,0.29
AF-G4M0A1-F1-model_v4,6.77,0.291
AF-A0A3Q0KG59-F1-model_v4,6.76,0.29
AF-A0A3Q0KJT1-F1-model_v4,6.76,0.29
AF-A0A5K4ERV0-F1-model_v4,6.76,0.29
AF-A0A5K4FD83-F1-model_v4,6.76,0.29
AF-A0A3Q0KS51-F1-model_v4,6.75,0.29
AF-A0A5K4F770-F1-model_v4,6.75,0.289
AF-A0A5K4F955-F1-model_v4,6.75,0.29
AF-A0A5K4FCK4-F1-model_v4,6.75,0.29
AF-G4LZ11-F1-model_v4,6.75,0.29
AF-A0A3Q0KT21-F1-model_v4,6.74,0.289
AF-A0A5K4EA65-F1-model_v4,6.74,0.289
AF-A0A5K4ESC0-F1-model_v4,6.74,0.289
AF-A0A5K4F1C2-F1-model_v4,6.74,0.289
AF-A0A5K4F535-F1-model_v4,6.74,0.289
AF-A0A5K4FBY2-F1-model_v4,6.74,0.289
AF-A0A5K4FCT6-F1-model_v4,6.74,0.289
AF-G4V624-F1-model_v4,6.74,0.289
AF-G4VBL5-F1-model_v4,6.74,0.289
AF-A0A3Q0KQT5-F1-model_v4,6.73,0.288
AF-A0A5K4F3X7-F1-model_v4,6.73,0.289
AF-A0A5K4F3Y8-F1-model_v4,6.73,0.289
AF-A0A5K4FEC6-F1-model_v4,6.73,0.289
AF-A0A3Q0KMX3-F1-model_v4,6.72,0.288
AF-A0A3Q0KRT2-F1-model_v4,6.72,0.288
AF-A0A5K4EFZ3-F1-model_v4,6.72,0.288
AF-A0A5K4F397-F1-model_v4,6.72,0.288
AF-A0A5K4F5Y7-F1-model_v4,6.72,0.288
AF-A0A5K4FB88-F1-model_v4,6.72,0.288
AF-G4VF85-F1-model_v4,6.72,0.288
AF-A0A3Q0KCJ3-F1-model_v4,6.71,0.288
AF-A0A3Q0KK11-F1-model_v4,6.71,0.287
AF-A0A3Q0KSB0-F1-model_v4,6.71,0.287
AF-A0A3Q0KTU8-F1-model_v4,6.71,0.287
AF-A0A5K4EF39-F1-model_v4,6.71,0.287
AF-A0A5K4FA98-F1-model_v4,6.71,0.288
AF-A0A3Q0KL56-F1-model_v4,6.7,0.287
AF-A0A3Q0KSD3-F1-model_v4,6.7,0.287
AF-A0A5K4F138-F1-model_v4,6.7,0.287
AF-A0A5K4F354-F1-model_v4,6.7,0.287
AF-A0A5K4F4E6-F1-model_v4,6.7,0.287
AF-A0A5K4FCU3-F1-model_v4,6.7,0.287
AF-A0A5K4FFX0-F1-model_v4,6.7,0.287
AF-G4VQ12-F1-model_v4,6.7,0.287
AF-A0A3Q0KFR7-F1-model_v4,6.69,0.286
AF-A0A3Q0KJK2-F1-model_v4,6.69,0.286
AF-A0A3Q0KME9-F1-model_v4,6.69,0.286
AF-A0A3Q0KTD8-F1-model_v4,6.69,0.287
AF-A0A5K4EHW1-F1-model_v4,6.69,0.286
AF-A0A5K4EYU1-F1-model_v4,6.69,0.286
AF-A0A5K4F2X8-F1-model_v4,6.69,0.286
AF-A0A5K4F4I5-F1-model_v4,6.69,0.287
AF-A0A5K4F5R5-F1-model_v4,6.69,0.286
AF-A0A5K4F6F9-F1-model_v4,6.69,0.286
AF-A0A5K4F7K4-F1-model_v4,6.69,0.286
AF-A0A5K4FBM6-F1-model_v4,6.69,0.286
AF-A0A3Q0KEC5-F1-model_v4,6.68,0.286
AF-A0A3Q0KIS8-F1-model_v4,6.68,0.286
AF-A0A5K4F292-F1-model_v4,6.68,0.286
AF-A0A5K4FDU3-F1-model_v4,6.68,0.286
AF-G4V705-F1-model_v4,6.68,0.286
AF-A0A5K4E9N8-F1-model_v4,6.67,0.285
AF-G4VPP4-F1-model_v4,6.67,0.285
AF-A0A3Q0KNX1-F1-model_v4,6.65,0.284
AF-A0A5K4F009-F1-model_v4,6.65,0.284
AF-A0A5K4F3N8-F1-model_v4,6.65,0.284
AF-A0A5K4F6K2-F1-model_v4,6.65,0.284
AF-A0A5K4FAQ6-F1-model_v4,6.65,0.284
AF-A0A5K4FCQ5-F1-model_v4,6.65,0.284
AF-G4VPZ0-F1-model_v4,6.65,0.284
AF-A0A5K4ERV6-F1-model_v4,6.64,0.284
AF-A0A5K4EZG3-F1-model_v4,6.64,0.284
AF-A0A5K4FGM3-F1-model_v4,6.64,0.284
AF-A0A3Q0KGB7-F1-model_v4,6.63,0.283
AF-A0A3Q0KNY1-F1-model_v4,6.63,0.283
AF-A0A5K4ED06-F1-model_v4,6.63,0.283
AF-A0A5K4F983-F1-model_v4,6.63,0.283
AF-A0A5K4F9T2-F1-model_v4,6.63,0.283
AF-A0A5K4FAR6-F1-model_v4,6.63,0.283
AF-G4VJD3-F1-model_v4,6.63,0.283
AF-G4VRK3-F1-model_v4,6.63,0.283
AF-A0A3Q0KCX1-F1-model_v4,6.61,0.282
AF-A0A3Q0KCZ3-F1-model_v4,6.61,0.282
AF-A0A5K4F3E6-F1-model_v4,6.61,0.282
AF-A0A5K4F7Z7-F1-model_v4,6.61,0.282
AF-P13492-F1-model_v4,6.61,0.282
AF-A0A3Q0KTZ5-F1-model_v4,6.6,0.282
AF-A0A5K4F7V1-F1-model_v4,6.6,0.281
AF-A0A5K4FDS9-F1-model_v4,6.6,0.282
AF-G4VDH8-F1-model_v4,6.6,0.281
AF-A0A5K4F1V4-F1-model_v4,6.59,0.281
AF-A0A5K4FCD3-F1-model_v4,6.59,0.281
AF-G4VRP8-F1-model_v4,6.59,0.281
AF-A0A3Q0KHK8-F1-model_v4,6.58,0.28
AF-A0A5K4EQH3-F1-model_v4,6.58,0.28
AF-A0A5K4FD55-F1-model_v4,6.58,0.28
AF-A0A3Q0KUI3-F1-model_v4,6.57,0.28
AF-A0A5K4EZ46-F1-model_v4,6.57,0.28
AF-A0A5K4F2K6-F1-model_v4,6.57,0.28
AF-A0A5K4F3M7-F1-model_v4,6.57,0.28
AF-A0A5K4F878-F1-model_v4,6.57,0.28
AF-A0A5K4FBL6-F1-model_v4,6.57,0.28
AF-A0A5K4FCF0-F1-model_v4,6.57,0.28
AF-G4VB90-F1-model_v4,6.57,0.28
AF-G4VRQ1-F1-model_v4,6.57,0.28
AF-A0A2H4UCT2-F1-model_v4,6.56,0.279
AF-A0A3Q0KDB2-F1-model_v4,6.56,0.279
AF-A0A3Q0KEG9-F1-model_v4,6.56,0.279
AF-A0A5K4F3M4-F1-model_v4,6.56,0.279
AF-A0A5K4F4P2-F1-model_v4,6.56,0.279
AF-A0A5K4F4X1-F1-model_v4,6.56,0.279
AF-G4VPB1-F1-model_v4,6.56,0.279
AF-A0A5K4ETR8-F1-model_v4,6.55,0.279
AF-G4VLJ0-F1-model_v4,6.55,0.279
AF-A0A3Q0KQN3-F1-model_v4,6.54,0.278
AF-A0A3Q0KT09-F1-model_v4,6.54,0.278
AF-A0A5K4FAI3-F1-model_v4,6.54,0.278
AF-A0A5K4FCG3-F1-model_v4,6.54,0.278
AF-A0A3Q0KBD2-F1-model_v4,6.53,0.278
AF-A0A3Q0KGT6-F1-model_v4,6.53,0.278
AF-A0A3Q0KTL9-F1-model_v4,6.53,0.278
AF-A0A5K4EZ77-F1-model_v4,6.53,0.278
AF-A0A5K4F2C6-F1-model_v4,6.53,0.278
AF-A0A5K4F4P5-F1-model_v4,6.53,0.278
AF-A0A5K4F8B3-F1-model_v4,6.53,0.278
AF-A0A3Q0KDH3-F1-model_v4,6.52,0.277
AF-A0A5K4EZX1-F1-model_v4,6.52,0.277
AF-A0A5K4F0X2-F1-model_v4,6.52,0.277
AF-A0A5K4F344-F1-model_v4,6.52,0.277
AF-A0A5K4F8W7-F1-model_v4,6.52,0.277
AF-A0A5K4FBN8-F1-model_v4,6.52,0.277
AF-A0A3Q0KHQ9-F1-model_v4,6.5,0.276
AF-A0A5K4EH48-F1-model_v4,6.5,0.276
AF-A0A5K4F3U5-F1-model_v4,6.5,0.276
AF-A0A5K4F6M4-F1-model_v4,6.5,0.276
AF-A0A5K4F9S7-F1-model_v4,6.5,0.276
AF-A0A5K4FAF5-F1-model_v4,6.5,0.276
AF-A0A5K4FE68-F1-model_v4,6.5,0.276
AF-A0A5K4FFG6-F1-model_v4,6.5,0.276
AF-A0A3Q0KKW3-F1-model_v4,6.49,0.275
AF-A0A5K4F0Q2-F1-model_v4,6.49,0.275
AF-A0A5K4F1V8-F1-model_v4,6.49,0.275
AF-A0A5K4F6P9-F1-model_v4,6.49,0.275
AF-A0A5K4F865-F1-model_v4,6.49,0.276
AF-A0A5K4FA53-F1-model_v4,6.49,0.276
AF-G4VL95-F1-model_v4,6.49,0.276
AF-A0A5K4EA31-F1-model_v4,6.48,0.275
AF-A0A5K4EG09-F1-model_v4,6.48,0.275
AF-A0A5K4EME1-F1-model_v4,6.48,0.275
AF-A0A5K4F289-F1-model_v4,6.48,0.274
AF-A0A5K4F324-F1-model_v4,6.48,0.275
AF-A0A5K4F5H5-F1-model_v4,6.48,0.275
AF-A0A5K4F686-F1-model_v4,6.48,0.275
AF-A0A5K4F8E8-F1-model_v4,6.48,0.275
AF-G4LX87-F1-model_v4,6.48,0.275
AF-G4V6M3-F1-model_v4,6.48,0.275
AF-A0A3Q0KFF4-F1-model_v4,6.47,0.274
AF-A0A3Q0KSA6-F1-model_v4,6.47,0.274
AF-A0A5K4ECL2-F1-model_v4,6.47,0.274
AF-A0A5K4ELW6-F1-model_v4,6.47,0.274
AF-A0A5K4EN24-F1-model_v4,6.47,0.274
AF-A0A5K4EQH8-F1-model_v4,6.47,0.274
AF-A0A3Q0KRW5-F1-model_v4,6.46,0.273
AF-A0A5K4F207-F1-model_v4,6.46,0.274
AF-A0A5K4F4X5-F1-model_v4,6.46,0.273
AF-A0A5K4FBZ8-F1-model_v4,6.46,0.273
AF-A0A3Q0KGQ2-F1-model_v4,6.45,0.273
AF-A0A3Q0KS79-F1-model_v4,6.45,0.273
AF-A0A5K4E9N1-F1-model_v4,6.45,0.273
AF-A0A5K4EFX9-F1-model_v4,6.45,0.273
AF-A0A3Q0KK24-F1-model_v4,6.44,0.272
AF-A0A3Q0KLY4-F1-model_v4,6.44,0.272
AF-A0A3Q0KMS0-F1-model_v4,6.44,0.272
AF-A0A3Q0KVG3-F1-model_v4,6.44,0.272
AF-A0A5K4EKK8-F1-model_v4,6.44,0.272
AF-A0A5K4EPE9-F1-model_v4,6.44,0.272
AF-A0A5K4EUH8-F1-model_v4,6.44,0.272
AF-A0A5K4EZA6-F1-model_v4,6.44,0.272
AF-A0A5K4F6X3-F1-model_v4,6.44,0.272
AF-A0A5K4F796-F1-model_v4,6.44,0.272
AF-A0A5K4FF81-F1-model_v4,6.44,0.272
AF-G4LVG1-F1-model_v4,6.44,0.272
AF-G4VDJ0-F1-model_v4,6.44,0.272
AF-A0A3Q0KCR9-F1-model_v4,6.43,0.272
AF-A0A3Q0KU08-F1-model_v4,6.43,0.271
AF-A0A5K4F0P4-F1-model_v4,6.43,0.271
AF-A0A5K4F3R1-F1-model_v4,6.43,0.272
AF-A0A3Q0KGJ6-F1-model_v4,6.42,0.271
AF-A0A3Q0KJR6-F1-model_v4,6.42,0.271
AF-A0A3Q0KKK5-F1-model_v4,6.42,0.27
AF-A0A5K4EFE7-F1-model_v4,6.42,0.271
AF-A0A5K4F1Q2-F1-model_v4,6.42,0.271
AF-G4LYV0-F1-model_v4,6.42,0.271
AF-G4VR57-F1-model_v4,6.42,0.271
AF-A0A3Q0KER4-F1-model_v4,6.41,0.27
AF-A0A3Q0KJ89-F1-model_v4,6.41,0.27
AF-A0A3Q0KU65-F1-model_v4,6.41,0.27
AF-A0A5K4ELI6-F1-model_v4,6.41,0.27
AF-A0A5K4ET56-F1-model_v4,6.41,0.27
AF-A0A5K4F631-F1-model_v4,6.41,0.27
AF-A0A5K4FAA1-F1-model_v4,6.41,0.27
AF-A0A5K4EPU5-F1-model_v4,6.4,0.27
AF-A0A5K4EQ61-F1-model_v4,6.4,0.269
AF-A0A5K4EV80-F1-model_v4,6.4,0.27
AF-A0A5K4F4Z8-F1-model_v4,6.4,0.27
AF-A0A5K4FD76-F1-model_v4,6.4,0.27
AF-A0A5K4FED9-F1-model_v4,6.4,0.269
AF-G4LYW7-F1-model_v4,6.4,0.269
AF-G4VD88-F1-model_v4,6.4,0.269
AF-A0A3Q0KLB4-F1-model_v4,6.39,0.269
AF-A0A3Q0KMA1-F1-model_v4,6.39,0.269
AF-A0A3Q0KNG9-F1-model_v4,6.39,0.269
AF-A0A5K4ETV5-F1-model_v4,6.39,0.269
AF-A0A5K4F7W4-F1-model_v4,6.39,0.269
AF-G4VQS9-F1-model_v4,6.39,0.269
AF-A0A3Q0KI77-F1-model_v4,6.38,0.269
AF-A0A3Q0KLM5-F1-model_v4,6.38,0.268
AF-A0A3Q0KJ87-F1-model_v4,6.37,0.268
AF-A0A3Q0KT79-F1-model_v4,6.37,0.268
AF-A0A3Q0KTE6-F1-model_v4,6.37,0.268
AF-A0A5K4F6E7-F1-model_v4,6.37,0.268
AF-A0A3Q0KL62-F1-model_v4,6.36,0.267
AF-A0A3Q0KV22-F1-model_v4,6.36,0.267
AF-A0A5K4F3U3-F1-model_v4,6.36,0.267
AF-A0A5K4F8E7-F1-model_v4,6.36,0.267
AF-A0A5K4F9R8-F1-model_v4,6.36,0.267
AF-A0A5K4FEA1-F1-model_v4,6.36,0.267
AF-Q3ZFF5-F1-model_v4,6.36,0.267
AF-A0A3Q0KUV7-F1-model_v4,6.35,0.266
AF-A0A5K4F5E9-F1-model_v4,6.35,0.266
AF-A0A5K4F9X2-F1-model_v4,6.35,0.267
AF-G4LV41-F1-model_v4,6.35,0.266
AF-G4VJS6-F1-model_v4,6.35,0.266
AF-G4VSL7-F1-model_v4,6.35,0.267
AF-A0A3Q0KPE2-F1-model_v4,6.34,0.266
AF-A0A3Q0KQ01-F1-model_v4,6.34,0.266
AF-A0A3Q0KRF1-F1-model_v4,6.34,0.266
AF-A0A3Q0KSD0-F1-model_v4,6.34,0.266
AF-A0A5K4ER12-F1-model_v4,6.34,0.266
AF-C4QKQ4-F1-model_v4,6.34,0.265
AF-A0A3Q0KLH6-F1-model_v4,6.33,0.265
AF-A0A3Q0KRB2-F1-model_v4,6.33,0.265
AF-A0A5K4F5Q2-F1-model_v4,6.33,0.265
AF-A0A3Q0KKH0-F1-model_v4,6.32,0.264
AF-A0A3Q0KUB2-F1-model_v4,6.32,0.264
AF-A0A5K4EPH3-F1-model_v4,6.32,0.265
AF-A0A5K4FEH8-F1-model_v4,6.32,0.264
AF-G4VT07-F1-model_v4,6.32,0.265
AF-A0A3Q0KQC3-F1-model_v4,6.31,0.264
AF-A0A5K4EP20-F1-model_v4,6.31,0.264
AF-A0A5K4EQ02-F1-model_v4,6.31,0.264
AF-A0A5K4EVC1-F1-model_v4,6.31,0.264
AF-A0A5K4EVE0-F1-model_v4,6.31,0.264
AF-A0A5K4FDM6-F1-model_v4,6.31,0.264
AF-A0A3Q0KF87-F1-model_v4,6.3,0.263
AF-A0A3Q0KME1-F1-model_v4,6.3,0.263
AF-A0A5K4E7M6-F1-model_v4,6.3,0.263
AF-A0A3Q0KDZ3-F1-model_v4,6.29,0.263
AF-A0A5K4ED18-F1-model_v4,6.29,0.263
AF-A0A5K4F389-F1-model_v4,6.29,0.262
AF-A0A5K4F7U9-F1-model_v4,6.29,0.262
AF-G4V6V0-F1-model_v4,6.29,0.262
AF-A0A3Q0KM95-F1-model_v4,6.28,0.262
AF-A0A3Q0KT19-F1-model_v4,6.28,0.262
AF-A0A5K4ERS7-F1-model_v4,6.28,0.262
AF-A0A3Q0KGS7-F1-model_v4,6.27,0.261
AF-A0A3Q0KHC9-F1-model_v4,6.27,0.261
AF-A0A3Q0KRN5-F1-model_v4,6.27,0.261
AF-A0A3Q0KSY2-F1-model_v4,6.27,0.261
AF-A0A5K4EQG2-F1-model_v4,6.27,0.261
AF-A0A5K4F2C9-F1-model_v4,6.27,0.261
AF-A0A5K4F705-F1-model_v4,6.27,0.261
AF-A0A5K4FAR9-F1-model_v4,6.27,0.261
AF-G4LYQ6-F1-model_v4,6.27,0.261
AF-G4VR88-F1-model_v4,6.27,0.261
AF-A0A3Q0KP18-F1-model_v4,6.26,0.261
AF-A0A5K4EWT0-F1-model_v4,6.26,0.26
AF-A0A5K4F185-F1-model_v4,6.26,0.26
AF-A0A5K4FDK6-F1-model_v4,6.26,0.26
AF-G4VBU3-F1-model_v4,6.26,0.261
AF-A0A3Q0KLV2-F1-model_v4,6.25,0.26
AF-A0A3Q0KSG0-F1-model_v4,6.25,0.26
AF-A0A5K4EAP7-F1-model_v4,6.25,0.26
AF-A0A5K4EUT3-F1-model_v4,6.25,0.26
AF-A0A5K4EVC0-F1-model_v4,6.25,0.26
AF-A0A5K4F1L3-F1-model_v4,6.25,0.26
AF-A0A5K4FBY9-F1-model_v4,6.25,0.26
AF-A0A5K4FCT3-F1-model_v4,6.25,0.26
AF-C4QRY1-F1-model_v4,6.25,0.26
AF-A0A3Q0KJE1-F1-model_v4,6.24,0.26
AF-A0A5K4F2G1-F1-model_v4,6.24,0.26
AF-A0A5K4F2M2-F1-model_v4,6.24,0.259
AF-A0A5K4FA75-F1-model_v4,6.24,0.259
